"","TIME_PERIOD","MEASURE","MEASURE_label.en.label","INDEX","INDEX_label.en","TSEST","TSEST_label.en.label","REGION","REGION_label.en.label","FREQ","FREQ_label.en.label","obsValue","UNIT_MEASURE","UNIT_MEASURE_label.en","OBS_STATUS","OBS_STATUS_label.en"
"1898","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40101","Domestic holiday travel and accommodation","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.5,"PCT","Percent",NA,NA
"1736","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40101","Domestic holiday travel and accommodation","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.8,"PCT","Percent",NA,NA
"1778","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40101","Domestic holiday travel and accommodation","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.4,"PCT","Percent",NA,NA
"203","2020-Q3","2","Percentage Change from Previous Period","20006","Alcohol and tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2.4,"PCT","Percent","r","revised"
"204","2020-Q4","2","Percentage Change from Previous Period","20006","Alcohol and tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2.2,"PCT","Percent","r","revised"
"205","2021-Q1","2","Percentage Change from Previous Period","20006","Alcohol and tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent","r","revised"
"206","2021-Q2","2","Percentage Change from Previous Period","20006","Alcohol and tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent","r","revised"
"207","2021-Q3","2","Percentage Change from Previous Period","20006","Alcohol and tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent","r","revised"
"208","2021-Q4","2","Percentage Change from Previous Period","20006","Alcohol and tobacco","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"209","2020-Q3","2","Percentage Change from Previous Period","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"210","2020-Q4","2","Percentage Change from Previous Period","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-6,"PCT","Percent",NA,NA
"211","2021-Q1","2","Percentage Change from Previous Period","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"212","2021-Q2","2","Percentage Change from Previous Period","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",5.5,"PCT","Percent",NA,NA
"213","2021-Q3","2","Percentage Change from Previous Period","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"214","2021-Q4","2","Percentage Change from Previous Period","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.4,"PCT","Percent",NA,NA
"1588","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.9,"PCT","Percent",NA,NA
"1567","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4,"PCT","Percent",NA,NA
"1672","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.7,"PCT","Percent",NA,NA
"1673","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.4,"PCT","Percent",NA,NA
"2038","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.5,"PCT","Percent",NA,NA
"2039","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.4,"PCT","Percent",NA,NA
"221","2020-Q3","2","Percentage Change from Previous Period","40029","Jams, honey and spreads","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"222","2020-Q4","2","Percentage Change from Previous Period","40029","Jams, honey and spreads","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"223","2021-Q1","2","Percentage Change from Previous Period","40029","Jams, honey and spreads","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.9,"PCT","Percent",NA,NA
"224","2021-Q2","2","Percentage Change from Previous Period","40029","Jams, honey and spreads","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"589","2021-Q3","2","Percentage Change from Previous Period","40029","Jams, honey and spreads","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"590","2021-Q4","2","Percentage Change from Previous Period","40029","Jams, honey and spreads","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"591","2020-Q3","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"592","2020-Q4","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent",NA,NA
"957","2021-Q1","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"958","2021-Q2","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"595","2021-Q3","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"596","2021-Q4","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.9,"PCT","Percent",NA,NA
"2174","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40004","Ice cream and other dairy products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"2054","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40004","Ice cream and other dairy products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"2419","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40004","Ice cream and other dairy products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"2420","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40004","Ice cream and other dairy products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.5,"PCT","Percent",NA,NA
"2057","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40004","Ice cream and other dairy products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"2058","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40004","Ice cream and other dairy products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.2,"PCT","Percent",NA,NA
"2423","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115524","Gas and other household fuels","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-3.1,"PCT","Percent",NA,NA
"2424","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115524","Gas and other household fuels","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-2.6,"PCT","Percent",NA,NA
"2425","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","115524","Gas and other household fuels","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.4,"PCT","Percent",NA,NA
"2426","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","115524","Gas and other household fuels","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.8,"PCT","Percent",NA,NA
"2427","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115524","Gas and other household fuels","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"2428","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115524","Gas and other household fuels","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.6,"PCT","Percent",NA,NA
"2429","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","30027","Tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",17.1,"PCT","Percent",NA,NA
"2430","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","30027","Tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",19.9,"PCT","Percent",NA,NA
"2067","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","30027","Tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",16.8,"PCT","Percent",NA,NA
"2068","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","30027","Tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",14.3,"PCT","Percent",NA,NA
"2069","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","30027","Tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",9.8,"PCT","Percent",NA,NA
"2070","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","30027","Tobacco","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"2071","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.4,"PCT","Percent",NA,NA
"2072","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.3,"PCT","Percent",NA,NA
"2073","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.4,"PCT","Percent",NA,NA
"2074","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"2075","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"2076","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"621","2020-Q3","2","Percentage Change from Previous Period","117124","All groups CPI excluding Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"622","2020-Q4","2","Percentage Change from Previous Period","117124","All groups CPI excluding Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"259","2021-Q1","2","Percentage Change from Previous Period","117124","All groups CPI excluding Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"260","2021-Q2","2","Percentage Change from Previous Period","117124","All groups CPI excluding Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"261","2021-Q3","2","Percentage Change from Previous Period","117124","All groups CPI excluding Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"262","2021-Q4","2","Percentage Change from Previous Period","117124","All groups CPI excluding Recreation and culture","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"2083","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",8.1,"PCT","Percent",NA,NA
"2205","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",8.2,"PCT","Percent","r","revised"
"2206","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",8.4,"PCT","Percent","r","revised"
"2086","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",13.4,"PCT","Percent","r","revised"
"2087","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",10.9,"PCT","Percent",NA,NA
"2088","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40009","Beef and veal","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",8,"PCT","Percent",NA,NA
"269","2020-Q3","2","Percentage Change from Previous Period","102675","Tradables","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"270","2020-Q4","2","Percentage Change from Previous Period","102675","Tradables","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent","r","revised"
"635","2021-Q1","2","Percentage Change from Previous Period","102675","Tradables","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"636","2021-Q2","2","Percentage Change from Previous Period","102675","Tradables","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent","r","revised"
"1001","2021-Q3","2","Percentage Change from Previous Period","102675","Tradables","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent","r","revised"
"1002","2021-Q4","2","Percentage Change from Previous Period","102675","Tradables","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.7,"PCT","Percent",NA,NA
"1003","2020-Q3","2","Percentage Change from Previous Period","115495","Preschool and primary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",11.1,"PCT","Percent",NA,NA
"1004","2020-Q4","2","Percentage Change from Previous Period","115495","Preschool and primary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",5.4,"PCT","Percent",NA,NA
"641","2021-Q1","2","Percentage Change from Previous Period","115495","Preschool and primary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"642","2021-Q2","2","Percentage Change from Previous Period","115495","Preschool and primary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"279","2021-Q3","2","Percentage Change from Previous Period","115495","Preschool and primary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"280","2021-Q4","2","Percentage Change from Previous Period","115495","Preschool and primary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"2465","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40029","Jams, honey and spreads","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",5.1,"PCT","Percent",NA,NA
"2466","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40029","Jams, honey and spreads","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",4.5,"PCT","Percent",NA,NA
"1739","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40029","Jams, honey and spreads","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"1740","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40029","Jams, honey and spreads","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.4,"PCT","Percent",NA,NA
"2105","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40029","Jams, honey and spreads","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.4,"PCT","Percent",NA,NA
"2106","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40029","Jams, honey and spreads","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"287","2020-Q3","2","Percentage Change from Previous Period","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"288","2020-Q4","2","Percentage Change from Previous Period","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.2,"PCT","Percent",NA,NA
"653","2021-Q1","2","Percentage Change from Previous Period","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"654","2021-Q2","2","Percentage Change from Previous Period","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.5,"PCT","Percent",NA,NA
"655","2021-Q3","2","Percentage Change from Previous Period","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"656","2021-Q4","2","Percentage Change from Previous Period","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.7,"PCT","Percent",NA,NA
"657","2020-Q3","2","Percentage Change from Previous Period","40080","Motor vehicles","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2.4,"PCT","Percent","r","revised"
"658","2020-Q4","2","Percentage Change from Previous Period","40080","Motor vehicles","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.9,"PCT","Percent","r","revised"
"659","2021-Q1","2","Percentage Change from Previous Period","40080","Motor vehicles","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent","r","revised"
"660","2021-Q2","2","Percentage Change from Previous Period","40080","Motor vehicles","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2,"PCT","Percent",NA,NA
"661","2021-Q3","2","Percentage Change from Previous Period","40080","Motor vehicles","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent","r","revised"
"541","2021-Q4","2","Percentage Change from Previous Period","40080","Motor vehicles","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2,"PCT","Percent",NA,NA
"542","2020-Q3","2","Percentage Change from Previous Period","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.4,"PCT","Percent",NA,NA
"664","2020-Q4","2","Percentage Change from Previous Period","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"665","2021-Q1","2","Percentage Change from Previous Period","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"666","2021-Q2","2","Percentage Change from Previous Period","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"667","2021-Q3","2","Percentage Change from Previous Period","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"668","2021-Q4","2","Percentage Change from Previous Period","40001","Milk","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"669","2020-Q3","2","Percentage Change from Previous Period","131195","Financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"670","2020-Q4","2","Percentage Change from Previous Period","131195","Financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"307","2021-Q1","2","Percentage Change from Previous Period","131195","Financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"308","2021-Q2","2","Percentage Change from Previous Period","131195","Financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"309","2021-Q3","2","Percentage Change from Previous Period","131195","Financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"310","2021-Q4","2","Percentage Change from Previous Period","131195","Financial services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"2495","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"2496","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.9,"PCT","Percent",NA,NA
"2861","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"2862","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"2863","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"2864","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.1,"PCT","Percent",NA,NA
"2501","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"2502","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.1,"PCT","Percent",NA,NA
"2503","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"2504","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.7,"PCT","Percent",NA,NA
"2262","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.7,"PCT","Percent",NA,NA
"2263","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115493","Education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"323","2020-Q3","2","Percentage Change from Previous Period","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.8,"PCT","Percent",NA,NA
"324","2020-Q4","2","Percentage Change from Previous Period","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.4,"PCT","Percent",NA,NA
"689","2021-Q1","2","Percentage Change from Previous Period","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"690","2021-Q2","2","Percentage Change from Previous Period","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent",NA,NA
"934","2021-Q3","2","Percentage Change from Previous Period","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.5,"PCT","Percent",NA,NA
"935","2021-Q4","2","Percentage Change from Previous Period","30022","Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"936","2020-Q3","2","Percentage Change from Previous Period","104101","All groups, goods component","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"937","2020-Q4","2","Percentage Change from Previous Period","104101","All groups, goods component","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"938","2021-Q1","2","Percentage Change from Previous Period","104101","All groups, goods component","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"939","2021-Q2","2","Percentage Change from Previous Period","104101","All groups, goods component","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"940","2021-Q3","2","Percentage Change from Previous Period","104101","All groups, goods component","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"941","2021-Q4","2","Percentage Change from Previous Period","104101","All groups, goods component","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"1791","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"1792","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",3,"PCT","Percent","r","revised"
"2157","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"2158","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent",NA,NA
"2523","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"2524","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97572","Games, toys and hobbies","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.1,"PCT","Percent",NA,NA
"948","2020-Q3","2","Percentage Change from Previous Period","97558","Water and sewerage","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-2.7,"PCT","Percent",NA,NA
"1070","2020-Q4","2","Percentage Change from Previous Period","97558","Water and sewerage","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"707","2021-Q1","2","Percentage Change from Previous Period","97558","Water and sewerage","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"708","2021-Q2","2","Percentage Change from Previous Period","97558","Water and sewerage","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"709","2021-Q3","2","Percentage Change from Previous Period","97558","Water and sewerage","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"710","2021-Q4","2","Percentage Change from Previous Period","97558","Water and sewerage","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"1664","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40095","Personal care products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"1638","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40095","Personal care products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent",NA,NA
