"","TIME_PERIOD","MEASURE","MEASURE_label.en.label","INDEX","INDEX_label.en","TSEST","TSEST_label.en.label","REGION","REGION_label.en.label","FREQ","FREQ_label.en.label","obsValue","UNIT_MEASURE","UNIT_MEASURE_label.en","OBS_STATUS","OBS_STATUS_label.en"
"1507","2020-Q3","2","Percentage Change from Previous Period","40004","Ice cream and other dairy products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"1495","2020-Q4","2","Percentage Change from Previous Period","40004","Ice cream and other dairy products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.3,"PCT","Percent",NA,NA
"1482","2021-Q1","2","Percentage Change from Previous Period","40004","Ice cream and other dairy products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent",NA,NA
"1455","2021-Q2","2","Percentage Change from Previous Period","40004","Ice cream and other dairy products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"1129","2021-Q3","2","Percentage Change from Previous Period","40004","Ice cream and other dairy products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"1130","2021-Q4","2","Percentage Change from Previous Period","40004","Ice cream and other dairy products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"1131","2020-Q3","2","Percentage Change from Previous Period","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"1011","2020-Q4","2","Percentage Change from Previous Period","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"1012","2021-Q1","2","Percentage Change from Previous Period","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"1134","2021-Q2","2","Percentage Change from Previous Period","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"1487","2021-Q3","2","Percentage Change from Previous Period","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"1380","2021-Q4","2","Percentage Change from Previous Period","40066","Tools and equipment for house and garden","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"1137","2020-Q3","2","Percentage Change from Previous Period","40098","Audio, visual and computing equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"1138","2020-Q4","2","Percentage Change from Previous Period","40098","Audio, visual and computing equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.6,"PCT","Percent",NA,NA
"1139","2021-Q1","2","Percentage Change from Previous Period","40098","Audio, visual and computing equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.6,"PCT","Percent",NA,NA
"1140","2021-Q2","2","Percentage Change from Previous Period","40098","Audio, visual and computing equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.4,"PCT","Percent",NA,NA
"413","2021-Q3","2","Percentage Change from Previous Period","40098","Audio, visual and computing equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"414","2021-Q4","2","Percentage Change from Previous Period","40098","Audio, visual and computing equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"2963","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97556","Accessories and clothing services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"2964","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97556","Accessories and clothing services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.8,"PCT","Percent",NA,NA
"2965","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","97556","Accessories and clothing services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.6,"PCT","Percent",NA,NA
"2966","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","97556","Accessories and clothing services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.1,"PCT","Percent",NA,NA
"2967","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97556","Accessories and clothing services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.6,"PCT","Percent",NA,NA
"2968","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97556","Accessories and clothing services","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",6.2,"PCT","Percent",NA,NA
"2969","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97573","Sports participation","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.1,"PCT","Percent","r","revised"
"2970","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97573","Sports participation","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.2,"PCT","Percent",NA,NA
"2971","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","97573","Sports participation","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.5,"PCT","Percent",NA,NA
"2972","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","97573","Sports participation","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent",NA,NA
"2973","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97573","Sports participation","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2.2,"PCT","Percent","r","revised"
"2974","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97573","Sports participation","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"1385","2020-Q3","2","Percentage Change from Previous Period","131191","Newspapers, books and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"1278","2020-Q4","2","Percentage Change from Previous Period","131191","Newspapers, books and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent",NA,NA
"1157","2021-Q1","2","Percentage Change from Previous Period","131191","Newspapers, books and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"1158","2021-Q2","2","Percentage Change from Previous Period","131191","Newspapers, books and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"1159","2021-Q3","2","Percentage Change from Previous Period","131191","Newspapers, books and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"1160","2021-Q4","2","Percentage Change from Previous Period","131191","Newspapers, books and stationery","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.1,"PCT","Percent",NA,NA
"797","2020-Q3","2","Percentage Change from Previous Period","40094","Pharmaceutical products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-2.1,"PCT","Percent",NA,NA
"798","2020-Q4","2","Percentage Change from Previous Period","40094","Pharmaceutical products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-2.9,"PCT","Percent",NA,NA
"1163","2021-Q1","2","Percentage Change from Previous Period","40094","Pharmaceutical products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",5.3,"PCT","Percent",NA,NA
"1164","2021-Q2","2","Percentage Change from Previous Period","40094","Pharmaceutical products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.1,"PCT","Percent",NA,NA
"1165","2021-Q3","2","Percentage Change from Previous Period","40094","Pharmaceutical products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.8,"PCT","Percent",NA,NA
"1166","2021-Q4","2","Percentage Change from Previous Period","40094","Pharmaceutical products","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.3,"PCT","Percent",NA,NA
"2987","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","131188","Medical products, appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"2988","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","131188","Medical products, appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.3,"PCT","Percent",NA,NA
"2989","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","131188","Medical products, appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"2990","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","131188","Medical products, appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.7,"PCT","Percent",NA,NA
"2991","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","131188","Medical products, appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.5,"PCT","Percent",NA,NA
"2992","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","131188","Medical products, appliances and equipment","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"2993","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115501","Snacks and confectionery","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2.7,"PCT","Percent",NA,NA
"2994","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115501","Snacks and confectionery","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"2631","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","115501","Snacks and confectionery","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"2632","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","115501","Snacks and confectionery","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.1,"PCT","Percent",NA,NA
"2633","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","115501","Snacks and confectionery","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent","r","revised"
"2634","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","115501","Snacks and confectionery","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"1301","2020-Q3","2","Percentage Change from Previous Period","10001","All groups CPI","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.6,"PCT","Percent",NA,NA
"1302","2020-Q4","2","Percentage Change from Previous Period","10001","All groups CPI","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"1060","2021-Q1","2","Percentage Change from Previous Period","10001","All groups CPI","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"1061","2021-Q2","2","Percentage Change from Previous Period","10001","All groups CPI","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"819","2021-Q3","2","Percentage Change from Previous Period","10001","All groups CPI","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.8,"PCT","Percent",NA,NA
"820","2021-Q4","2","Percentage Change from Previous Period","10001","All groups CPI","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.3,"PCT","Percent",NA,NA
"2641","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",8.6,"PCT","Percent",NA,NA
"2642","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"2643","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-6.6,"PCT","Percent",NA,NA
"2644","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.1,"PCT","Percent",NA,NA
"2645","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"2646","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","114122","Vegetables","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",6.1,"PCT","Percent",NA,NA
"1467","2020-Q3","2","Percentage Change from Previous Period","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.2,"PCT","Percent",NA,NA
"1436","2020-Q4","2","Percentage Change from Previous Period","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"1315","2021-Q1","2","Percentage Change from Previous Period","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"1074","2021-Q2","2","Percentage Change from Previous Period","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"1196","2021-Q3","2","Percentage Change from Previous Period","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"1318","2021-Q4","2","Percentage Change from Previous Period","30014","Rents","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"3017","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","117121","All groups CPI excluding Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"3018","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","117121","All groups CPI excluding Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"2655","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","117121","All groups CPI excluding Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.1,"PCT","Percent",NA,NA
"2656","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","117121","All groups CPI excluding Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4,"PCT","Percent",NA,NA
"2657","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","117121","All groups CPI excluding Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.2,"PCT","Percent",NA,NA
"2658","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","117121","All groups CPI excluding Communication","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",3.5,"PCT","Percent",NA,NA
"2659","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",4.3,"PCT","Percent",NA,NA
"2660","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",3.4,"PCT","Percent",NA,NA
"3025","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent","r","revised"
"3026","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-3.3,"PCT","Percent",NA,NA
"3027","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
"3028","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40034","Other food products n.e.c.","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.9,"PCT","Percent",NA,NA
"3029","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40030","Coffee, tea and cocoa","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.5,"PCT","Percent",NA,NA
"3030","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40030","Coffee, tea and cocoa","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.9,"PCT","Percent",NA,NA
"2667","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40030","Coffee, tea and cocoa","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.9,"PCT","Percent",NA,NA
"2668","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40030","Coffee, tea and cocoa","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-3.6,"PCT","Percent",NA,NA
"2669","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40030","Coffee, tea and cocoa","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-1.2,"PCT","Percent",NA,NA
"2670","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40030","Coffee, tea and cocoa","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent",NA,NA
"2671","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"2672","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"3037","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.3,"PCT","Percent",NA,NA
"3038","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"3039","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.4,"PCT","Percent",NA,NA
"3040","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40012","Poultry","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",-0.8,"PCT","Percent",NA,NA
"857","2020-Q3","2","Percentage Change from Previous Period","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-2,"PCT","Percent","r","revised"
"858","2020-Q4","2","Percentage Change from Previous Period","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.4,"PCT","Percent",NA,NA
"859","2021-Q1","2","Percentage Change from Previous Period","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.8,"PCT","Percent",NA,NA
"860","2021-Q2","2","Percentage Change from Previous Period","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent",NA,NA
"1225","2021-Q3","2","Percentage Change from Previous Period","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"1186","2021-Q4","2","Percentage Change from Previous Period","40015","Fish and other seafood","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"2683","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97549","Food additives and condiments","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2.2,"PCT","Percent","r","revised"
"2684","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97549","Food additives and condiments","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.4,"PCT","Percent","r","revised"
"2685","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","97549","Food additives and condiments","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent","r","revised"
"2686","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","97549","Food additives and condiments","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-1.2,"PCT","Percent",NA,NA
"2687","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","97549","Food additives and condiments","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent",NA,NA
"2688","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","97549","Food additives and condiments","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",2.4,"PCT","Percent",NA,NA
"869","2020-Q3","2","Percentage Change from Previous Period","115496","Secondary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"870","2020-Q4","2","Percentage Change from Previous Period","115496","Secondary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"1235","2021-Q1","2","Percentage Change from Previous Period","115496","Secondary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.8,"PCT","Percent",NA,NA
"1236","2021-Q2","2","Percentage Change from Previous Period","115496","Secondary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"1237","2021-Q3","2","Percentage Change from Previous Period","115496","Secondary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"1238","2021-Q4","2","Percentage Change from Previous Period","115496","Secondary education","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0,"PCT","Percent",NA,NA
"1240","2020-Q3","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"1362","2020-Q4","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent","r","revised"
"1471","2021-Q1","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent","r","revised"
"1459","2021-Q2","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"1243","2021-Q3","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1,"PCT","Percent","r","revised"
"1244","2021-Q4","2","Percentage Change from Previous Period","115520","Waters, soft drinks and juices","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.6,"PCT","Percent",NA,NA
"3065","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40094","Pharmaceutical products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",1.2,"PCT","Percent","r","revised"
"3066","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40094","Pharmaceutical products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.5,"PCT","Percent",NA,NA
"3067","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40094","Pharmaceutical products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.3,"PCT","Percent",NA,NA
"3068","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40094","Pharmaceutical products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.9,"PCT","Percent",NA,NA
"3069","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40094","Pharmaceutical products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent",NA,NA
"3070","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40094","Pharmaceutical products","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"523","2020-Q3","2","Percentage Change from Previous Period","40087","Beer","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.3,"PCT","Percent",NA,NA
"524","2020-Q4","2","Percentage Change from Previous Period","40087","Beer","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.2,"PCT","Percent",NA,NA
"525","2021-Q1","2","Percentage Change from Previous Period","40087","Beer","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"526","2021-Q2","2","Percentage Change from Previous Period","40087","Beer","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"891","2021-Q3","2","Percentage Change from Previous Period","40087","Beer","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",-0.6,"PCT","Percent",NA,NA
"892","2021-Q4","2","Percentage Change from Previous Period","40087","Beer","20","Seasonally Adjusted","50","Weighted average of eight capital cities","Q","Quarterly",0.5,"PCT","Percent",NA,NA
"3077","2020-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40072","Veterinary and other services for pets","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.7,"PCT","Percent",NA,NA
"3078","2020-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40072","Veterinary and other services for pets","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.7,"PCT","Percent",NA,NA
"3079","2021-Q1","3","Percentage Change from Corresponding Quarter of the Previous Year","40072","Veterinary and other services for pets","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",2.1,"PCT","Percent",NA,NA
"3080","2021-Q2","3","Percentage Change from Corresponding Quarter of the Previous Year","40072","Veterinary and other services for pets","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",4.2,"PCT","Percent",NA,NA
"3081","2021-Q3","3","Percentage Change from Corresponding Quarter of the Previous Year","40072","Veterinary and other services for pets","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",5.8,"PCT","Percent",NA,NA
"3082","2021-Q4","3","Percentage Change from Corresponding Quarter of the Previous Year","40072","Veterinary and other services for pets","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",6,"PCT","Percent",NA,NA
"1021","2020-Q3","2","Percentage Change from Previous Period","104102","Market goods and services excluding 'volatile items' - Goods","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.7,"PCT","Percent",NA,NA
"1022","2020-Q4","2","Percentage Change from Previous Period","104102","Market goods and services excluding 'volatile items' - Goods","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"780","2021-Q1","2","Percentage Change from Previous Period","104102","Market goods and services excluding 'volatile items' - Goods","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.1,"PCT","Percent",NA,NA
"781","2021-Q2","2","Percentage Change from Previous Period","104102","Market goods and services excluding 'volatile items' - Goods","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.3,"PCT","Percent",NA,NA
"782","2021-Q3","2","Percentage Change from Previous Period","104102","Market goods and services excluding 'volatile items' - Goods","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",0.9,"PCT","Percent",NA,NA
"783","2021-Q4","2","Percentage Change from Previous Period","104102","Market goods and services excluding 'volatile items' - Goods","10","Original","50","Weighted average of eight capital cities","Q","Quarterly",1.5,"PCT","Percent",NA,NA
